k,segment,n_users,share,has_purchased,monetary,frequency,n_views,n_sessions,days_active,pred_window_purchase_rate,pred_window_mean_spend
2,Casual visitors,227083,0.888511094503809,0.000625322018821312,0.016957103790244097,0.000625322018821312,9.795691443216798,2.353945473681429,1.773932879167529,0.014096167480612815,5.2163324863596126
2,Recent buyers,28494,0.11148890549619098,0.9967712500877378,651.2564683793079,2.0505369551484525,33.560784726609114,6.504948410191619,3.589036288341405,0.11153225240401488,77.74063662525445
3,Casual visitors,163717,0.6405779862820207,0.001233836437266747,0.052771001178863526,0.001233836437266747,3.295045719137292,1.3407098835185105,1.1625671127616557,0.008759017084358986,3.52420212928407
3,Engaged browsers,63493,0.24843002304589223,0.00015749767690926558,0.0007251193044902587,0.00015749767690926558,26.70812530515175,4.988864914242515,3.3578032224024694,0.027971587419085567,9.625230497850158
3,Recent buyers,28367,0.11099199067208708,0.9987661719603765,654.0017248915993,2.0572496210385305,33.33034864455177,6.473648958296613,3.5804632142983044,0.1117143159304826,77.96297000035251
4,Casual visitors,163408,0.6393689573005396,0.0,0.0,0.0,3.293688191520611,1.3405096445706453,1.162482864976011,0.00867766572016058,3.5136823166552436
4,Engaged browsers,63536,0.2485982697973605,0.0,0.0,0.0,26.677175144799797,4.984496978091161,3.35549924452279,0.027936917652984134,9.618072116595316
4,"Recent buyers, low spend",11896,0.046545659429447876,1.0,328.6570595158036,1.4589778076664426,31.025975117686617,5.666694687289845,3.254034969737727,0.08439811701412239,36.457705951580365
4,"Recent buyers, high spend",16737,0.06548711347265208,0.9946824401027663,875.3688295393439,2.462448467467288,34.56145067813826,6.97478640138615,3.7779769373244907,0.1303698392782458,106.39443329150984
